baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	UniprotID
nusB	0.000120331112636844	-0.0621604977570023	0.152371074894361	0	1	1	WP_000084188.1
ribE	0.000177590707602752	0.585024154818316	0.148769946963392	0	1	1	WP_001007829.1
ABUW_RS00470	0.000550667822135297	-0.0677264224520908	0.131913080040862	0	1	1	WP_001131389.1
ABUW_RS00475	0.000388586211163399	-0.586623530506947	0.13238718081911	0	1	1	WP_001985281.1
serB	0.000128347055270675	-0.225484406693945	0.154705677143209	0	1	1	WP_001206799.1
ABUW_RS00485	0.000139117974431567	1.40687017678406	0.165187241649287	0	1	1	WP_000255593.1
ABUW_RS00490	0.000293539639757241	0.338330905463208	0.139650038913595	0	1	1	WP_000778129.1
dtd	2.26913231778999e-05	-1.25511588373266	0.212827417652455	0	1	1	WP_001202027.1
pncB	0.000197016939199479	-0.654789239230079	0.140479668751458	0	1	1	WP_000074557.1
ABUW_RS00505	0.000163214785833771	-0.564594627746523	0.142733248640453	0	1	1	WP_000174475.1
asd	0.000664937969207209	0.293303933533555	0.143133297932057	0	1	1	WP_000011219.1;WP_000862762.1
ABUW_RS00515	0.000189165129232789	0.857276509416811	0.145195967967287	0	1	1	WP_000619878.1
phoR	0.000176084571134645	-1.64338101824018	0.16640889249272	0	1	1	WP_000273188.1
phoB	0.000188549685856778	-1.25563302062656	0.167457933142895	0	1	1	WP_000650776.1
ABUW_RS00530	4.00837589077476e-05	-1.6651165700655	0.197774013673368	0	1	1	WP_000224581.1
ABUW_RS00535	3.52208547677089e-05	-0.2368378549657	0.187751633217706	0	1	1	WP_000787753.1
ABUW_RS00540	0.000107839708412632	0.723248173305502	0.148592745715549	0	1	1	WP_001135124.1
ABUW_RS00545	0.000166288311576606	1.34745947326481	0.171565819411047	0	1	1	WP_000939852.1
ABUW_RS00550	0.000113907751841276	0.893928288067863	0.153763328789915	0	1	1	WP_001055477.1
ABUW_RS00555	8.69989663770163e-05	1.99407181948861	0.198756531295844	0	1	1	WP_000876371.1
ABUW_RS00560	5.48934918083616e-05	0.620147914576157	0.170397106413254	0	1	1	WP_000999587.1
gshA	0.000142967966815407	-0.215277291752998	0.138216319021798	0	1	1	WP_000082281.1
ABUW_RS00570	3.64985551265931e-05	-0.372358917088361	0.185966301866851	0	1	1	WP_001240041.1
ABUW_RS00575	0.000159276851496067	-1.77049342203714	0.158753399644116	0	1	1	WP_000898344.1
ABUW_RS19650	6.78675831056466e-05	-1.6421170498735	0.223938869035069	0	1	1	WP_001034707.1
ABUW_RS00585	8.55690524936131e-06	0.496475410775068	0.303019935735898	0	1	1	WP_000770763.1
ABUW_RS00590	1.12655671741677e-05	-1.5291904497539	0.264396749153501	0	1	1	WP_000877633.1
ABUW_RS00595	1.36310546673389e-05	-4.11584208128353	0.632068660079198	-3.34748772549237	0.00081547598992993	0.00295981930863249	WP_001260545.1
ABUW_RS00600	2.03428459133421e-05	-4.98909099596247	0.526379359358309	-5.67858701679786	1.35811938882332e-08	9.1325879179107e-08	WP_000410830.1
ABUW_RS00605	0.00014740841267925	-2.0988623426503	0.15469617169089	-0.63907426777082	0.522774618849668	1	WP_001139635.1
ABUW_RS00610	2.6040737129959e-05	-0.450889040494729	0.198587331670356	0	1	1	WP_001021722.1
parE	0.00018863090436704	-0.406154760953122	0.137599351471252	0	1	1	WP_000195974.1
ABUW_RS00620	1.43750299577959e-05	-1.59413308508367	0.248765028389297	0	1	1	WP_000605500.1
alc	2.890919180078e-05	-1.31829038309121	0.194205163151504	0	1	1	WP_000212411.1
hpxO	1.95889393080638e-05	-3.67571950710935	0.316802583847096	-5.28947550477723	1.2266760814237e-07	7.39053291292538e-07	WP_001103537.1
ABUW_RS00635	4.15093024050369e-05	0.230057661077404	0.186734106216155	0	1	1	WP_001176274.1
ABUW_RS00640	3.56831004705846e-05	-1.45980992910272	0.204756140281387	0	1	1	WP_001016448.1
uraH	1.70061315676916e-05	-1.88336420845891	0.244459292149292	0	1	1	WP_000626018.1;WP_000167348.1
uraD	1.01679774477041e-05	-3.11085092651765	0.359831495683894	-3.08714200908503	0.00202091026894227	0.00698230796393235	WP_000477669.1
puuE	3.12113639951432e-05	-2.97543868211754	0.24324163153261	-4.0101633752887	6.0676749252104e-05	0.000260426755639561	WP_000004703.1
ABUW_RS00660	0.000986824589859574	2.38363083454522	0.204817732664475	1.87303525702859	0.0610635165403839	0.169475281957575	WP_001019316.1
ABUW_RS00665	9.20679169467381e-05	0.532160346087626	0.169415360625205	0	1	1	WP_000958427.1
ABUW_RS00670	0.000221022416696332	0.824474452664476	0.1398151345262	0	1	1	WP_001258761.1
dsbD	0.000224353091817543	-0.559116469818189	0.148423842562882	0	1	1	WP_000733830.1
ABUW_RS00680	6.02764697549223e-05	-1.98306531872522	0.190508390137291	0	1	1	WP_000702277.1
ABUW_RS00685	7.02846263538469e-05	-1.49598102821184	0.172563549268209	0	1	1	WP_001025107.1
ABUW_RS00690	0.000205372856736017	1.33887142117788	0.182736077836823	0	1	1	WP_000717012.1
ABUW_RS00695	2.13325951871047e-05	0.344029395173227	0.198347732784232	0	1	1	WP_000913165.1
xth	0.000116286227548608	-0.807072808273615	0.168147200661594	0	1	1	WP_000612365.1
pyrE	4.73671134747628e-05	-0.833366054340424	0.180095062310371	0	1	1	WP_000211300.1
ABUW_RS00710	4.56068098572007e-05	-3.2056403130217	0.244146709434147	-4.93817965360247	7.88551821631715e-07	4.29716442125148e-06	WP_001998816.1
ABUW_RS00715	6.60257538564564e-06	-1.58129169048744	0.354936845342627	0	1	1	WP_000781166.1
gshB	6.31685172715719e-05	0.658363466498793	0.16449991385339	0	1	1	WP_001265491.1
murG	0.000199622752997729	-0.954139472672403	0.144429198167251	0	1	1	WP_000132435.1
murC	0.000222478209671473	-0.19231034862928	0.139271955521373	0	1	1	WP_000075472.1
ABUW_RS00735	0.000198851460586965	-0.00971525153127118	0.142418929617816	0	1	1	WP_000063665.1
ABUW_RS00740	0.000132964867866788	-0.911997753348937	0.1467945128806	0	1	1	WP_000057904.1
ftsA	0.00149458898329069	-2.37643953140384	0.144809985195627	-2.59954126019212	0.00933484557926715	0.0292326076251465	WP_001287630.1
ftsZ	0.00182089215040794	-0.974183346262279	0.133722019593484	0	1	1	WP_000135734.1
lpxC	0.000264317167101995	-2.81614435559153	0.148388837516109	-5.50003874451088	3.797078043919e-08	2.43113247696464e-07	WP_000240700.1
ABUW_RS00760	0.000331412142538534	-2.81309966424185	0.155549981019239	-5.22725659568731	1.7204366228627e-07	1.01757531962001e-06	WP_000042455.1
ABUW_RS00765	0.00140702345589953	-3.11815691590991	0.138858642670932	-8.05248340616238	8.11307407188252e-16	1.14053360140957e-14	WP_000557460.1
aceE	0.00244818698421745	0.74124853151434	0.130795294083397	0	1	1	WP_000896433.1
ABUW_RS00775	0.00159143038476082	1.21720125723252	0.13172731546076	0	1	1	WP_001166117.1
ABUW_RS00780	2.407864634144e-05	-2.1707218981324	0.241064295086185	-0.708200681778129	0.478820642844147	1	WP_000900285.1
ABUW_RS00785	0.000209470040236164	-3.44598073798778	0.164728765846179	-8.77794919764049	1.66482438022241e-18	2.94955186998309e-17	WP_001154984.1
ABUW_RS00790	0.000128794534388037	-3.20115979914169	0.184705967435078	-6.50309145839526	7.8685922720107e-11	7.03459401276533e-10	WP_000194085.1
ABUW_RS00795	3.27648083104049e-05	-3.29268972072884	0.24511247870604	-5.27386336082521	1.33581379386988e-07	8.01075350883328e-07	WP_000505317.1
ABUW_RS00800	2.28868986464291e-05	-3.24798356176164	0.285407320470909	-4.37264033628335	1.22752859990548e-05	5.7314211403529e-05	WP_000952249.1
guaB	0.000917543444577508	-0.591014709147027	0.129894828807387	0	1	1	WP_000956023.1
glmM	0.000304230199497127	0.263535142094702	0.138710522230653	0	1	1	WP_000119870.1
pdxH	0.000135021903312587	-0.157250466893185	0.162617088455709	0	1	1	WP_001286115.1
recJ	0.000374250996661639	-3.82013017257148	0.18527790398046	-9.82378434485876	8.89405969058787e-23	2.27032576312375e-21	WP_000161610.1
ABUW_RS00825	0.00545096940249833	2.54107874945388	0.166994798943602	3.24009342133234	0.00119490543839729	0.00426124365899035	WP_000731729.1
prfB	0.000166639202351734	-1.58388089477365	0.15057677348218	0	1	1	no_data
ABUW_RS00835	5.21291477224407e-05	-1.2661467473997	0.17585607483281	0	1	1	WP_000350419.1
ABUW_RS00840	0.000134613935368861	-2.09074964119091	0.14645924470988	-0.619623850789846	0.535505460384955	1	WP_000819049.1
ABUW_RS00845	9.93789473956556e-05	-1.38108241767468	0.157379459943295	0	1	1	WP_000224849.1
ABUW_RS00850	3.2651348116894e-05	-1.58307057823653	0.206757288637104	0	1	1	WP_001028416.1
ABUW_RS00855	9.25675969528952e-05	-0.494423783065307	0.1557829387395	0	1	1	WP_000752853.1
ABUW_RS00860	4.77970304316478e-05	0.138364783698742	0.185969342908202	0	1	1	WP_000457175.1
acs	0.00045715001382804	0.408060588456831	0.195712502989877	0	1	1	WP_001002965.1
ABUW_RS00870	1.91918633201651e-05	-3.02348294122854	0.278262134403045	-3.67812510108217	0.000234954720222597	0.000934999296885823	WP_000806375.1
ABUW_RS00875	2.36360756634951e-05	-3.49096914717644	0.286561933313561	-5.202956058874	1.96143259392039e-07	1.14960097649715e-06	WP_001019415.1
sfnG	0.000107371767417485	-2.1480694890232	0.189790159774458	-0.780174742458511	0.435288027012291	1	WP_000192774.1
msuE	7.80609790333539e-05	-0.615766353979724	0.198892783943102	0	1	1	WP_000145860.1
ABUW_RS00890	0.000126224016464081	-0.254804433926572	0.153717294856172	0	1	1	WP_001023261.1
ABUW_RS00895	0.000610674399366929	-2.01059726179656	0.151343742429241	-0.0700211427738304	0.944176831438269	1	WP_001026735.1
ABUW_RS00900	0.000253837319669034	-0.316775271623949	0.145516273113477	0	1	1	WP_001089740.1
ABUW_RS00905	6.98523684045752e-05	-0.0537849691944463	0.224777108635044	0	1	1	WP_000372818.1
ABUW_RS00910	0.000429565954371105	0.508890564961283	0.2173244606318	0	1	1	WP_000871885.1
ABUW_RS00915	3.3142125203798e-05	-1.37660760433779	0.207189572370544	0	1	1	WP_001256565.1
betT	0.000623772071428856	1.89989778265491	0.145815187080511	0	1	1	WP_001139472.1
omp33-36	0.000895315160384541	-0.757436661158555	0.221384308685278	0	1	1	WP_000733010.1
ABUW_RS00930	0.000629485715716634	-4.92724832674357	0.18970499324926	-15.4305286150131	1.02031081137491e-53	2.08358207796561e-51	WP_000016108.1
uvrA	0.000718386054528287	0.211663601450435	0.136259281077885	0	1	1	WP_000083355.1
ABUW_RS00940	6.19293309815846e-05	-2.17948505797474	0.192413952624637	-0.932806875626534	0.35091969058335	0.832763547072414	WP_000826320.1
ABUW_RS00945	0.000136744977845828	-0.477503715850486	0.142292998392878	0	1	1	WP_001256573.1
ABUW_RS00950	9.34015697548903e-06	-1.01538990222076	0.290806644016781	0	1	1	WP_000580168.1
ABUW_RS00955	4.57821316089387e-06	-1.8511843854393	0.37896957848873	0	1	1	WP_000263326.1
tenA	3.03167827603164e-05	-0.210790710849272	0.188284327469376	0	1	1	WP_000899418.1
ABUW_RS00965	0.000123627261061696	0.872174848385058	0.173969794038225	0	1	1	WP_000680213.1
ABUW_RS00970	0.000172733689617171	-0.62486440477621	0.142593291306109	0	1	1	WP_001986480.1
ssb	0.000301587477805223	-1.10749957836397	0.135044004381588	0	1	1	WP_001215080.1;WP_002014678.1
ABUW_RS00980	4.37851451559411e-05	0.346983233934739	0.198748898518626	0	1	1	WP_000082714.1
ABUW_RS00985	0.000115388716401009	-0.258212689781869	0.184603154601655	0	1	1	WP_000431598.1
ABUW_RS00990	5.26997367674704e-05	-1.64087352821665	0.173988309354877	0	1	1	WP_000081859.1
ABUW_RS00995	0.000127753996698138	-0.862338932988902	0.170895854627006	0	1	1	WP_000190767.1
ABUW_RS01000	9.62772129657557e-05	-1.41614105588676	0.179713694259672	0	1	1	WP_001257162.1
gabT	0.000125654718641907	1.53320212971077	0.183719974201948	0	1	1	WP_000369968.1
ABUW_RS01010	0.000466382014145083	2.77084831039203	0.140854997269721	5.47263728894149	4.4338701888061e-08	2.81101574061563e-07	WP_000615688.1
ABUW_RS01015	0.000102237883966286	-0.632532690175323	0.160202115520248	0	1	1	WP_000912176.1
ABUW_RS01020	0.000249137777618155	1.6098591543165	0.137832903325444	0	1	1	WP_000046156.1
ABUW_RS01025	0.000141854242916033	-2.46946302458864	0.191276364877843	-2.45437027668554	0.0141131575149787	0.0432194563205345	WP_000713961.1
ABUW_RS01030	0.000291552339468237	-0.25998975670716	0.135659145544409	0	1	1	WP_000350212.1
ABUW_RS01035	8.43664766512237e-05	-2.84752100496679	0.19108576640795	-4.43529113077642	9.1947943422824e-06	4.34540828843553e-05	WP_000645059.1
ABUW_RS01040	8.48505167798007e-05	0.476807609520634	0.160369000829267	0	1	1	WP_000114353.1
ABUW_RS01045	1.68413512759567e-05	-2.39091805377175	0.301245011449796	-1.2976747793777	0.194399113723713	0.48883250890992	no data
ABUW_RS01050	7.82410764918086e-05	-1.35824546731143	0.171207537029757	0	1	1	WP_001089027.1
ABUW_RS01055	1.97828036067372e-05	-2.98091010248787	0.274156635583225	-3.57791851508952	0.000346341381947613	0.00134246209985688	WP_000423165.1
ABUW_RS01060	1.68520601731063e-05	-2.24301605498104	0.27039095107996	-0.898758090869602	0.368781527417885	0.870890034316124	WP_001061073.1
ABUW_RS01065	3.30389506022289e-05	0.414714329356043	0.192556141293334	0	1	1	WP_000597378.1
ABUW_RS01070	1.25994462357736e-05	-0.485949157528602	0.237207131121772	0	1	1	WP_000789147.1
ABUW_RS01075	6.22355297655011e-05	-1.0860789669073	0.15974492414509	0	1	1	WP_000877472.1
ABUW_RS01080	7.3073511657076e-05	-1.73892862808507	0.181909423419819	0	1	1	WP_000447716.1
ABUW_RS01085	8.44913751868747e-06	-5.35242239372582	0.681446240972127	-4.91956986796694	8.67346042777912e-07	4.71991955957686e-06	WP_000792640.1
ABUW_RS01090	1.23244956439862e-05	-4.29984644384269	0.446944459512686	-5.1457097070859	2.66511287329653e-07	1.53878540898669e-06	WP_000455807.1
ABUW_RS01095	1.71778066597762e-05	-4.8242000496382	0.439072440721503	-6.43219612006927	1.25773308933955e-10	1.09663019924437e-09	WP_000654307.1
ABUW_RS01100	3.07617064892832e-05	-5.2156222925387	0.396723470692384	-8.10545009330207	5.25506108779783e-16	7.55171741505762e-15	WP_000670913.1
ABUW_RS01105	1.05898686362354e-05	-6.3218392418533	0.867150359317959	-4.98395600649068	6.22972496095793e-07	3.43831192724278e-06	WP_001215535.1
ABUW_RS01110	3.05726327474272e-05	-2.63070446384829	0.244840291345684	-2.57598314551022	0.00999555185095623	0.0312260395988005	WP_000128772.1
ABUW_RS01115	1.76473382982762e-05	-3.79479645833627	0.330057322228197	-5.43783257471675	5.39326170468282e-08	3.38606074662934e-07	WP_000753355.1
ABUW_RS01120	2.83416754151507e-05	-2.44265287246172	0.255124271548977	-1.73504806020286	0.0827322929381269	0.22431956436054	WP_001178648.1
ABUW_RS01125	2.02481744514049e-05	-4.7135988919707	0.403083000402156	-6.73210948926981	1.67220727528934e-11	1.61397120102553e-10	WP_000604216.1
ABUW_RS01130	4.46456353776757e-06	-4.7207311415276	0.773631240806159	-3.51683204868056	0.000436730027127644	0.00166291708072155	no data
ABUW_RS01135	0.000302422832563135	-0.204469722683698	0.133660121818031	0	1	1	WP_001181664.1
ABUW_RS01140	0.000386304120852365	3.19352096144814	0.205737632269429	5.8011796300112	6.58500107891395e-09	4.56246503324752e-08	WP_000581866.1
ABUW_RS01145	5.57612286074819e-05	-1.26193968898533	0.181329417451966	0	1	1	WP_000157128.1
ABUW_RS01150	1.86743986451011e-05	-0.877825676883622	0.221645029270328	0	1	1	WP_000458293.1
ABUW_RS01155	1.00196929071186e-05	-1.13546063806281	0.28534700183162	0	1	1	WP_000476050.1
ABUW_RS20090	2.69969989745347e-06	0.636822556644047	0.421686249659375	0	1	1	no_data
aqpZ	0.000115582738104859	1.13492623569949	0.149428755788541	0	1	1	WP_001045986.1
ABUW_RS01165	3.32964847692051e-05	-3.48940137253333	0.269844657951459	-5.51947696070846	3.40010167015619e-08	2.19507395677305e-07	WP_001135861.1
ABUW_RS01170	4.1205156514604e-05	-1.76590069208565	0.198275128906352	0	1	1	WP_000911634.1
hisF	0.00016240710849168	-0.690093845504057	0.139826977285582	0	1	1	WP_000880078.1
ABUW_RS01180	6.47155453426566e-05	-0.832019465003098	0.160794352670224	0	1	1	WP_000118180.1
ABUW_RS01185	4.57497256022924e-05	-2.88519957140966	0.204827943455018	-4.32167387163196	1.54849955701044e-05	7.16111833277773e-05	WP_001205588.1
ABUW_RS01190	6.01228456623643e-05	0.34422292175892	0.176524564172178	0	1	1	WP_001088855.1
ABUW_RS01195	6.76095983570263e-05	-3.99535399474389	0.223135297607655	-8.94235029660066	3.80979718976852e-19	7.1757345127679e-18	WP_000075489.1
