baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	UniprotID
ABUW_RS00910	0.000429565954371105	0.274476041487961	0.217124745101145	0	1	1	WP_000871885.1
ABUW_RS00915	3.3142125203798e-05	0.4972023969424	0.215316111463462	0	1	1	WP_001256565.1
betT	0.000623772071428856	0.0451359376911096	0.144887531212043	0	1	1	WP_001139472.1
omp33-36	0.000895315160384541	-0.178796825096886	0.221647074361007	0	1	1	WP_000733010.1
ABUW_RS00930	0.000629485715716634	0.155540561237243	0.200803364217963	0	1	1	WP_000016108.1
uvrA	0.000718386054528287	0.12131813158662	0.136250410985148	0	1	1	WP_000083355.1
ABUW_RS00940	6.19293309815846e-05	0.0693323177289124	0.206493616806394	0	1	1	WP_000826320.1
ABUW_RS00945	0.000136744977845828	0.225772850760821	0.143599128471115	0	1	1	WP_001256573.1
ABUW_RS00950	9.34015697548903e-06	0.394004842565085	0.307559824180803	0	1	1	WP_000580168.1
ABUW_RS00955	4.57821316089387e-06	0.0955335311618661	0.449846500049084	0	1	1	WP_000263326.1
tenA	3.03167827603164e-05	0.164693424627408	0.191508347073061	0	1	1	WP_000899418.1
ABUW_RS00965	0.000123627261061696	0.0295211345009317	0.172730762971402	0	1	1	WP_000680213.1
ABUW_RS00970	0.000172733689617171	-0.0308752764595048	0.144544831929919	0	1	1	WP_001986480.1
ssb	0.000301587477805223	0.189595803364304	0.136627654744988	0	1	1	WP_001215080.1;WP_002014678.1
ABUW_RS00980	4.37851451559411e-05	-0.155251853105893	0.199375176882418	0	1	1	WP_000082714.1
ABUW_RS00985	0.000115388716401009	-0.300834339089025	0.186732326430377	0	1	1	WP_000431598.1
ABUW_RS00990	5.26997367674704e-05	0.0825001274111361	0.186601792293793	0	1	1	WP_000081859.1
ABUW_RS00995	0.000127753996698138	0.292536512135508	0.172858457699849	0	1	1	WP_000190767.1
ABUW_RS01000	9.62772129657557e-05	0.308863994563815	0.184139391040884	0	1	1	WP_001257162.1
gabT	0.000125654718641907	0.050267115901151	0.181004623524146	0	1	1	WP_000369968.1
ABUW_RS01010	0.000466382014145083	-0.116617223241313	0.138424413119423	0	1	1	WP_000615688.1
ABUW_RS01015	0.000102237883966286	0.0784980361189307	0.16309183686219	0	1	1	WP_000912176.1
ABUW_RS01020	0.000249137777618155	0.333710773689396	0.135332561165182	0	1	1	WP_000046156.1
ABUW_RS01025	0.000141854242916033	0.0971312216348651	0.201238229946788	0	1	1	WP_000713961.1
ABUW_RS01030	0.000291552339468237	0.16238200648213	0.13617151995359	0	1	1	WP_000350212.1
ABUW_RS01035	8.43664766512237e-05	0.363704554313765	0.20683030160021	0	1	1	WP_000645059.1
ABUW_RS01040	8.48505167798007e-05	0.232119762594322	0.159024060578144	0	1	1	WP_000114353.1
ABUW_RS01045	1.68413512759567e-05	0.261913772577495	0.331556693417111	0	1	1	no data
ABUW_RS01050	7.82410764918086e-05	0.45473924932788	0.176105646618002	0	1	1	WP_001089027.1
ABUW_RS01055	1.97828036067372e-05	0.451899814609457	0.318041531553275	0	1	1	WP_000423165.1
ABUW_RS01060	1.68520601731063e-05	0.150098897190776	0.306178235072433	0	1	1	WP_001061073.1
ABUW_RS01065	3.30389506022289e-05	0.0953508138774954	0.19118641393706	0	1	1	WP_000597378.1
ABUW_RS01070	1.25994462357736e-05	0.19913567431321	0.246006931905646	0	1	1	WP_000789147.1
ABUW_RS01075	6.22355297655011e-05	0.0679187246412336	0.166685876482853	0	1	1	WP_000877472.1
ABUW_RS01080	7.3073511657076e-05	-0.00155725055027571	0.191822448580536	0	1	1	WP_000447716.1
ABUW_RS01085	8.44913751868747e-06	1.04342540261609	0.814859353158712	0	1	1	WP_000792640.1
ABUW_RS01090	1.23244956439862e-05	0.399505893608261	0.550533036362769	0	1	1	WP_000455807.1
ABUW_RS01095	1.71778066597762e-05	0.0372921888499807	0.580555818958579	0	1	1	WP_000654307.1
ABUW_RS01100	3.07617064892832e-05	0.541614465058789	0.4786336330769	0	1	1	WP_000670913.1
ABUW_RS01105	1.05898686362354e-05	0.457780626087832	1.12469153829777	0	1	1	WP_001215535.1
ABUW_RS01110	3.05726327474272e-05	0.306237011319794	0.271203248172067	0	1	1	WP_000128772.1
ABUW_RS01115	1.76473382982762e-05	0.215953965107074	0.407567182361887	0	1	1	WP_000753355.1
ABUW_RS01120	2.83416754151507e-05	0.203478248035909	0.281845072755507	0	1	1	WP_001178648.1
ABUW_RS01125	2.02481744514049e-05	0.326286111738258	0.503606227925307	0	1	1	WP_000604216.1
ABUW_RS01130	4.46456353776757e-06	0.359695330392305	0.998839141303852	0	1	1	no data
ABUW_RS01135	0.000302422832563135	0.014311922362392	0.134241438791858	0	1	1	WP_001181664.1
ABUW_RS01140	0.000386304120852365	-0.00855860632931214	0.202663547816602	0	1	1	WP_000581866.1
ABUW_RS01145	5.57612286074819e-05	0.359218337157712	0.188103373980221	0	1	1	WP_000157128.1
ABUW_RS01150	1.86743986451011e-05	-0.060293276676727	0.239224651509602	0	1	1	WP_000458293.1
ABUW_RS01155	1.00196929071186e-05	0.796101144387973	0.296237362319027	0	1	1	WP_000476050.1
ABUW_RS20090	2.69969989745347e-06	0.258551773235094	0.391282685625714	0	1	1	no_data
aqpZ	0.000115582738104859	0.0227679867763228	0.146993566971043	0	1	1	WP_001045986.1
ABUW_RS01165	3.32964847692051e-05	0.161201611449914	0.314504683037845	0	1	1	WP_001135861.1
ABUW_RS01170	4.1205156514604e-05	0.286342111048779	0.211086185126742	0	1	1	WP_000911634.1
hisF	0.00016240710849168	-0.0065225818424972	0.141987752864116	0	1	1	WP_000880078.1
ABUW_RS01180	6.47155453426566e-05	-0.0390969662053453	0.166556105344906	0	1	1	WP_000118180.1
ABUW_RS01185	4.57497256022924e-05	-0.0945599579326691	0.237834282167622	0	1	1	WP_001205588.1
ABUW_RS01190	6.01228456623643e-05	-0.103006339304085	0.176830662906624	0	1	1	WP_001088855.1
ABUW_RS01195	6.76095983570263e-05	0.0539419949667295	0.261617708339448	0	1	1	WP_000075489.1
ABUW_RS01200	3.27148171745505e-05	0.964843218551301	0.367184601148639	0	1	1	WP_000083594.1
hisA	0.000123303589039193	0.0689782858237671	0.145188118375615	0	1	1	WP_000905538.1
ABUW_RS01210	3.61029115908866e-05	0.0229926394865267	0.233559620339028	0	1	1	WP_001287552.1
ABUW_RS01215	4.50973084991869e-05	0.451010244225313	0.186304678203619	0	1	1	WP_001087812.1
hisH	0.000159356470992002	0.188848197379116	0.155106440840092	0	1	1	WP_000196730.1
hisB	0.000215968961720876	0.223165840628884	0.144795007669387	0	1	1	WP_000194096.1
ABUW_RS01230	0.000168144243055544	0.00840369599022368	0.139775194731137	0	1	1	WP_001123235.1
ABUW_RS01235	5.08533281430774e-06	0.0440006026307604	0.393020858461937	0	1	1	no data
ABUW_RS01240	8.89981508763688e-07	0.618463067892009	1.33773958686181	0	1	1	no data
ABUW_RS01245	2.61800673360726e-05	0.293012065516286	0.198337413562013	0	1	1	WP_000469967.1
ABUW_RS01250	0.000851546672092693	-0.0144751406813542	0.199613868948133	0	1	1	WP_000059344.1
ABUW_RS20095	4.05462419571414e-07	-0.934817383141361	1.68350021427685	0	1	1	WP_085916955.1
ABUW_RS01255	0.000279508874219502	0.162648582258061	0.142033945406644	0	1	1	WP_000051217.1
ompR	0.000743516758922421	0.129782430069612	0.144142081212352	0	1	1	WP_000060753.1
ABUW_RS01265	0.000399960354698058	-0.148601779101135	0.125023051988258	0	1	1	WP_000131198.1
ABUW_RS01270	0.000411499204526497	-0.260239060649264	0.163257440561036	0	1	1	WP_001111063.1
ABUW_RS01275	2.88576468661272e-05	0.321487134630197	0.194300603099302	0	1	1	WP_001035486.1
ABUW_RS01280	8.13813838858741e-05	0.348058239494835	0.168000798701585	0	1	1	WP_000221158.1
ettA	0.000830164085871906	-0.116637257159322	0.135398310633108	0	1	1	WP_000090021.1
ABUW_RS01290	1.89427635875485e-05	0.457713377675798	0.309639082361956	0	1	1	WP_000721434.1
ABUW_RS01295	2.23247657922709e-05	0.381576340236462	0.276714078361408	0	1	1	WP_000278586.1
ABUW_RS01300	4.00895755221665e-05	-0.169563688668624	0.194254435408755	0	1	1	WP_001138084.1
ABUW_RS01305	4.52609092133808e-05	-0.0523260388745768	0.181340923378221	0	1	1	WP_005115306.1
ABUW_RS01310	3.58465776965361e-05	-0.0830312666438694	0.19190965163017	0	1	1	WP_001275655.1
ABUW_RS01315	0.000141164140511183	-0.0363455050299343	0.15408455925497	0	1	1	WP_000353983.1
ABUW_RS01320	8.94597596437815e-05	0.0612362182221698	0.156512417329145	0	1	1	WP_000508762.1
ABUW_RS01325	4.90934721548429e-05	0.100320741543463	0.17649620657311	0	1	1	WP_001200011.1
ABUW_RS01330	0.000116505112579418	0.202639960278224	0.188942001236574	0	1	1	WP_000529525.1
ABUW_RS01335	3.43214656645944e-07	0.988773276752323	1.68473501010308	0	1	1	no data
ABUW_RS01340	3.09296835549201e-06	-0.335141127350463	0.757958722425463	0	1	1	no data
ABUW_RS01345	5.37401016849151e-05	0.473815038298242	0.240844367624591	0	1	1	WP_001986587.1
ABUW_RS01350	0.000533296942478318	0.649173215227397	0.156083213942515	0	1	1	WP_001183126.1
ABUW_RS01355	6.92570855518418e-05	0.485849312106477	0.294478677192907	0	1	1	no data
ABUW_RS01360	1.25961394897613e-05	1.16575365213837	0.37554033039187	0	1	1	no data
gltX	0.000751335510237833	0.305959934939473	0.136447128863539	0	1	1	WP_000868422.1
ABUW_RS01370	0.000476921193787663	0.301501442370414	0.160879354881616	0	1	1	WP_000690905.1
