baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	UniprotID
ABUW_RS20120	2.5720401239544e-05	-0.0709499082838965	0.220277032274062	0	1	1	WP_001986360.1
ABUW_RS04280	0.00246522333201594	0.993624802859663	0.121797792597706	0	1	1	WP_001984866.1
odhB	0.00106662667770375	2.22416820605963	0.136739609909153	1.6393801781983	0.101134107170045	0.289380778628152	WP_000179876.1
lpdA	0.00142990971318696	2.59374005979492	0.149243038840434	3.97834340822907	6.93970925267506e-05	0.000339119293455658	WP_000082610.1;WP_001287542.1
sucC	0.000954973155880583	3.37667075311007	0.159582653629774	8.62669420389446	6.31507273002099e-18	1.49405379222448e-16	WP_001048573.1
sucD	0.00083158936137134	3.68393947913818	0.17840141878214	9.43904757391289	3.76183113282876e-21	1.14928384215556e-19	WP_000114637.1
ABUW_RS04310	0.000208921017354346	-1.65867155414832	0.176339597647986	0	1	1	WP_223234499.1
ABUW_RS20125	5.5838688410303e-05	-1.27001806924885	0.211971178591067	0	1	1	no_data
trpS	0.000157675985447407	-0.734494290835229	0.147856922553402	0	1	1	WP_000072941.1
ABUW_RS04320	0.000140859637217571	0.754139168601972	0.153280915594061	0	1	1	WP_000146247.1
ABUW_RS04325	0.000167918202146145	0.381348030389968	0.141245427920178	0	1	1	WP_001267656.1
ABUW_RS04330	0.000136069959543537	-0.871603121382779	0.15415942267929	0	1	1	WP_000526259.1
ABUW_RS19720	0.00242384081396003	0.724351488692592	0.125937503207268	0	1	1	WP_079398453.1
ABUW_RS04345	4.30732155410122e-05	-3.13964117599404	0.225622321945144	-5.05110117726352	4.39270304340719e-07	2.8887606454949e-06	WP_000257898.1
ABUW_RS04350	9.01332744337799e-05	-3.32464390868274	0.187534801917022	-7.06345646323746	1.62411102545874e-12	2.09353846471093e-11	WP_000221993.1
ABUW_RS04355	6.45600292795041e-05	-1.37567152333728	0.193592930191868	0	1	1	WP_000722324.1
ABUW_RS04360	3.38719314818192e-05	-2.38700497282094	0.226109710064645	-1.71158050979011	0.0869740026312514	0.252400246977753	WP_001986539.1
ABUW_RS04365	6.79086483916674e-05	-0.159934216373736	0.17684585612332	0	1	1	WP_000966782.1
ABUW_RS04370	5.8250101837071e-05	-2.41455433688956	0.1902241970734	-2.17929339835564	0.0293098793358616	0.0936757263782066	WP_000380747.1
greA	0.000215223108203493	-0.346882841348035	0.137936558919116	0	1	1	WP_001190204.1
carB	0.00179920279484446	0.441757031103541	0.128838505702497	0	1	1	WP_001126293.1
carA	0.000925874903349212	-1.17138847273619	0.133446253387125	0	1	1	WP_000106445.1
ABUW_RS04390	0.000112680360240406	-0.947415691038796	0.196833781531273	0	1	1	WP_001282880.1
ABUW_RS04395	9.6452281693921e-05	-1.56420450713893	0.172262126906122	0	1	1	WP_000179363.1
yhbY	8.12659211415775e-05	-1.49806362516113	0.173992715156917	0	1	1	WP_000729551.1
rlmE	0.000563845983931939	-0.616813470443993	0.151847629104692	0	1	1	WP_000235573.1
ftsH	0.00353602980887694	0.179380360811624	0.149674883163442	0	1	1	WP_001286662.1
folP	0.000155989324747133	-2.84226016200999	0.161236911914929	-5.22374282666972	1.75342263083972e-07	1.2236114761975e-06	WP_001176043.1
ABUW_RS04420	5.33427775369247e-05	-4.1104980207469	0.252988081417382	-8.34228240683395	7.28701719860906e-17	1.52830414760017e-15	WP_000461267.1
ABUW_RS04425	3.00927357547482e-05	-4.4147918243013	0.320021591866523	-7.54571530694865	4.49811705454428e-14	7.0945911266796e-13	WP_001112525.1
ABUW_RS04430	5.00739052114808e-06	-5.81245982961822	1.05092987059492	-3.62770146352393	0.000285955628549523	0.00126080436224108	no data
ABUW_RS04435	0.000355104134492578	-4.8415719810274	0.189083474802993	-15.0281349757722	4.80340005994337e-51	1.55309935271502e-48	WP_001290935.1
ABUW_RS04440	1.51014881520045e-06	-3.09964456298916	0.811897235667636	-1.35441348323462	0.1756044983422	0.47880917327318	no data
ABUW_RS04445	5.6937446847703e-07	-4.6694974148525	1.25977663818315	-2.11902438411816	0.0340884062739401	0.107443555112013	no data
folD	0.000167485036978367	-0.100357108638255	0.142892042330118	0	1	1	WP_001229850.1
ABUW_RS04455	9.26262386328475e-05	-2.48387934496745	0.169987560503222	-2.8465573806401	0.00441947635848283	0.0162999698392713	WP_001278001.1
ABUW_RS04460	8.27961682092193e-05	1.46807886097399	0.175743196192397	0	1	1	WP_001043188.1
ABUW_RS04465	0.000204403823709183	1.57264486506572	0.145503603093269	0	1	1	WP_001986541.1
glpK	7.3857591163904e-05	-1.72538719983199	0.197407908403911	0	1	1	WP_000063780.1
glpD	0.000129944378420812	-0.737500502143854	0.155143192637792	0	1	1	WP_000868053.1
ABUW_RS04480	0.00122371202783039	-0.0643166793479002	0.129074393367921	0	1	1	WP_000214356.1
ABUW_RS04485	9.60214302459516e-05	-2.46968838228756	0.184606747816707	-2.54426443151423	0.0109508148390727	0.0380727254261668	WP_001247651.1
ABUW_RS04490	6.64000893275777e-05	-3.21726548345469	0.219030688415531	-5.55751110613949	2.73648577398893e-08	2.13633094629317e-07	WP_000924315.1
ABUW_RS04495	0.000921105503548136	-1.40966371595454	0.133868364880704	0	1	1	WP_000250932.1
ABUW_RS04500	0.000117115747642891	0.952839056109678	0.194647924322896	0	1	1	WP_000065579.1
groL	0.00146583909631955	1.6726440118466	0.177992548337481	0	1	1	WP_001274623.1
ABUW_RS04510	9.45613357660479e-06	-3.18870018194231	0.36343931271896	-3.27069785887886	0.0010728246447774	0.00433599960597534	WP_000379022.1
ABUW_RS04515	0.000155387164029001	0.571671791544097	0.142628765804973	0	1	1	WP_000732912.1
ABUW_RS04520	3.86128182559957e-05	-2.58377009863882	0.209127206052586	-2.79145936895475	0.00524709449575571	0.0190624781306481	WP_000488511.1
ABUW_RS04525	0.000339566872068095	-2.34183552893173	0.193520323633342	-1.76640635212763	0.0773277001783142	0.226609876655483	WP_002017883.1
ABUW_RS04530	6.52011829907468e-05	-2.01073896520025	0.185944458632324	-0.0577536178235079	0.953944884086015	1	WP_001135459.1
htpX	0.000702087835720494	1.14502354752763	0.143568236433643	0	1	1	WP_000984535.1
ABUW_RS04540	0.000140133461106772	-2.33045855905227	0.170588908868189	-1.93716321444793	0.0527253953235	0.158462071150411	WP_000798643.1
ttcA	0.000256892650816211	-2.21496741063056	0.152270872515825	-1.41174347449947	0.158025507490896	0.435356892439364	WP_000271249.1
ABUW_RS04550	0.000323409067581409	0.0186093990815398	0.142890724094674	0	1	1	WP_001110719.1
ABUW_RS04555	0.000838776585579185	-2.13257171208173	0.141314915214416	-0.938129650933048	0.348177785662045	0.881807968909095	WP_001984613.1
greB	4.02295509660405e-05	-2.84618090247241	0.21632520512501	-3.91161493171088	9.16810081604694e-05	0.000439706194885811	WP_000841361.1
ABUW_RS04565	1.07268351626111e-06	-4.83842714909441	1.22650951322508	-2.3142316618734	0.0206550180818065	0.0681475086372527	no data
ABUW_RS04570	3.83722914679192e-05	-1.92356181137151	0.220005860286031	0	1	1	no_data
ABUW_RS04575	0.000265257747698397	-3.88734717697845	0.184059560792257	-10.2540023938699	1.13542348889536e-24	5.0637277435793e-23	WP_001071462.1
ABUW_RS04580	2.642791152475e-05	-6.74950272352999	0.603586423749956	-7.86880310200208	3.58050174765479e-15	6.43164202819471e-14	WP_000371001.1
ABUW_RS04590	1.28921274780296e-05	-5.12314712675622	0.669155192382396	-4.6672986510601	3.05185576907256e-06	1.80781685251932e-05	WP_000406450.1
ABUW_RS04595	2.72948909052351e-06	-4.83622144180357	0.902789459641679	-3.141620021715	0.00168015929696506	0.00661158019495378	WP_000382057.1
ABUW_RS04600	8.93874163577962e-06	-4.29214984211308	0.469114286570613	-4.88612243909579	1.02841257335524e-06	6.45670029873518e-06	WP_000703425.1
ABUW_RS20570	1.38977455780759e-05	-3.4129049759225	0.328818683762575	-4.29691208466334	1.73193844253752e-05	9.18022015989835e-05	no_data
ABUW_RS04605	5.1472195974391e-05	-5.88570711643776	0.348866301772197	-11.1380981674035	8.18485081998696e-29	5.04082875897609e-27	WP_001246786.1
ABUW_RS04610	0.000189840551020285	-0.638009914463794	0.168405252867043	0	1	1	WP_001100701.1
ABUW_RS04615	0.000197089254258144	-4.09181825501845	0.210463275504469	-9.93911289275754	2.81321177286542e-23	1.05973414356484e-21	WP_000116134.1
ABUW_RS04620	0.000124813542590027	-4.34784251513504	0.224235010482458	-10.4704546809327	1.1807449626799e-25	5.65591414221975e-24	WP_000868729.1
ABUW_RS04625	0.000295916229916052	-4.53785563304675	0.196522608180125	-12.9138100524325	3.76215071770118e-38	5.21326599452877e-36	WP_000869511.1
ABUW_RS04630	0.000394668366893064	-0.239057281855435	0.157868519131623	0	1	1	WP_000370435.1
fdhD	5.3508867618243e-05	-2.3328450050395	0.207374458833071	-1.60504339306039	0.108484255438661	0.308591577054255	WP_000187642.1
ABUW_RS04640	3.15180363934702e-05	-3.417089220734	0.274409487576347	-5.16414076368161	2.41545880143516e-07	1.6529065519521e-06	WP_000119198.1
ABUW_RS04645	8.96496605836793e-05	-2.02640970151843	0.168627586800939	-0.156615545649748	0.875547850087515	1	WP_000706080.1
genX	9.42792058491212e-05	-2.18155553521343	0.18104408731144	-1.00282499091569	0.315945308728284	0.810223263625737	WP_000059544.1
ABUW_RS04655	0.00165810774133119	0.695082861791912	0.166818265809826	0	1	1	WP_000451848.1
radA	0.000207575844699272	-1.50016353518353	0.140747730195892	0	1	1	WP_000048860.1
ABUW_RS04665	0.000223572656491423	1.54613364273108	0.152095858776392	0	1	1	WP_000070815.1
ABUW_RS04670	3.75993910674115e-05	-0.438843293557922	0.176170492491173	0	1	1	WP_001255198.1
lysA	0.000183957731132685	-0.189908560104135	0.142305012459975	0	1	1	WP_000011145.1
dapF	0.000204671822821509	0.0949428466922108	0.13540261816425	0	1	1	WP_000923484.1
ABUW_RS04685	3.45536886078398e-05	-2.61121075571867	0.258267781469145	-2.36657763597854	0.0179534083637282	0.0599476974623625	WP_049081406.1
ABUW_RS04690	3.37907581652541e-05	-1.2916778828895	0.211232315515643	0	1	1	WP_000125203.1
ABUW_RS04695	0.00010544890484814	-1.95822391223721	0.160126350096292	0	1	1	WP_000266278.1
ABUW_RS04700	0.000695762121408141	1.99725760029832	0.161892707196065	0	1	1	WP_000646180.1
ABUW_RS04705	0.000762278241779091	2.15698035760879	0.159377701097409	0.984958099708371	0.324644652812781	0.830424318569871	WP_000025988.1
gyrA	0.00112755891601193	-0.196016505025881	0.123972601405167	0	1	1	WP_000116445.1
ABUW_RS04715	4.52680484982013e-05	-3.89428023945116	0.248687131830199	-7.61712206622959	2.59394013903067e-14	4.22877636110882e-13	WP_001188098.1
ABUW_RS04720	7.29001717397725e-06	-3.15430996028278	0.409892759158196	-2.81612674167117	0.00486064872511833	0.0177583023102252	WP_000457363.1
ABUW_RS04725	3.83914714837513e-05	-3.66817485297896	0.259233135369742	-6.43503713597282	1.23443145727688e-10	1.26708837413606e-09	WP_001022403.1
ABUW_RS04730	2.17644031486595e-05	-3.42842283602647	0.29030909831083	-4.92035159882269	8.63888810963481e-07	5.47694213486651e-06	WP_001140939.1
ABUW_RS04735	3.95479244298495e-05	-0.800276467793909	0.187321285027462	0	1	1	WP_000657699.1
ABUW_RS04740	3.98926532063262e-05	-1.74399226590473	0.213534824232235	0	1	1	WP_000258019.1
ABUW_RS04745	6.88552608740961e-05	-0.53902711304034	0.175889497048182	0	1	1	WP_001070874.1
ABUW_RS04750	9.49796906637408e-05	-0.935781326020354	0.167822003360094	0	1	1	WP_001142047.1
serC	0.000189262243263698	-1.03045338018233	0.14180853043669	0	1	1	WP_001203181.1
ABUW_RS20445	5.90039975019814e-06	-0.377876860566791	0.31895616923665	0	1	1	WP_000691795.1
ABUW_RS04760	0.000142786360561433	0.0705528775677803	0.145131128099732	0	1	1	WP_000795875.1
ABUW_RS04765	3.11053021450212e-05	-1.72529725909747	0.197837371075772	0	1	1	WP_001985538.1
ABUW_RS04770	6.6854179297061e-05	-2.2651732842368	0.185271110673717	-1.43127162822379	0.152352381932113	0.421932363951891	WP_001140078.1
ABUW_RS04775	0.000442798297976811	-0.877636027419374	0.156135693272179	0	1	1	WP_001984636.1
lolD	0.000200763266668254	-1.26129081586287	0.153999819603827	0	1	1	WP_000049406.1
ABUW_RS04785	0.000128916772868114	-4.72925772371242	0.216044222282799	-12.6328660626705	1.39117240798303e-36	1.68679654467942e-34	WP_000472717.1
ABUW_RS04790	0.000118715962190016	-2.2365823937388	0.175231404869848	-1.35011411861086	0.176979380249416	0.481880698503672	WP_001985534.1
sppA	0.000112962419233662	0.554200143926815	0.149503251891987	0	1	1	WP_001286615.1
ABUW_RS04800	9.46582917861401e-05	0.512179560449722	0.161606036058879	0	1	1	WP_000114071.1
purN	0.000163952017181586	-1.49183075136142	0.15626196512605	0	1	1	WP_000975532.1
purM	0.000416661269572043	-0.588235820385352	0.142346803594177	0	1	1	WP_000071984.1
ABUW_RS04815	0.000416610047807319	0.570727696600115	0.136934757283429	0	1	1	WP_001153980.1
hda	0.0001551280670748	-0.786044917472946	0.145504038637995	0	1	1	WP_001249535.1
rbtA	0.000394779344746602	-2.54536570806541	0.153838910215358	-3.54504401586022	0.00039254752891123	0.00169231601352841	WP_000920020.1
ABUW_RS04830	0.0003252014772037	-2.75711552865706	0.178644589310623	-4.23811060597309	2.25408720870452e-05	0.000117420820840638	WP_000800799.1
ABUW_RS04835	0.000116114173680821	-0.832227763165179	0.172966123986776	0	1	1	WP_000225917.1
ABUW_RS04840	0.000111082963142259	0.470128035549571	0.162011003932096	0	1	1	WP_001015075.1
ABUW_RS04845	0.000504195536971155	0.764684394698485	0.149796748523229	0	1	1	WP_000362312.1
ABUW_RS04850	7.49376532432357e-05	-2.25085717603913	0.190752717545094	-1.31509096838856	0.188479331581491	0.509198160332212	WP_000268346.1
ABUW_RS04855	9.98449469023329e-05	-1.12667937709786	0.16073340291014	0	1	1	WP_000067970.1
ABUW_RS04860	2.22028297260695e-05	-1.39639805112681	0.222426800797991	0	1	1	WP_000208542.1
pal	0.000354099542807693	2.16343752422874	0.152260924583446	1.07340425441306	0.283089776504699	0.735199687308053	WP_000836015.1
tolB	0.000354841747484231	0.156573422758484	0.133552195108482	0	1	1	WP_000858386.1
tolA	0.000203524762446074	-1.64350581315357	0.152096297586142	0	1	1	WP_001039159.1
tolR	5.84977685077226e-05	-1.76837651825194	0.186115818162099	0	1	1	WP_001007564.1
tolQ	0.000136939397024301	-0.606955146935796	0.156253626802605	0	1	1	WP_000224630.1
ybgC	4.63907442278447e-05	-1.42749038057747	0.19879172567732	0	1	1	WP_001273591.1
ABUW_RS04895	4.63595370052146e-05	-3.26457835379737	0.225166602006884	-5.61618971253429	1.95214322006134e-08	1.56818130307205e-07	WP_000276836.1
ruvB	0.000122508714810709	-1.23054104832931	0.14553360006044	0	1	1	WP_001154002.1
ruvA	7.36412431274588e-05	-1.36631303326255	0.158285422088893	0	1	1	WP_000578663.1
ABUW_RS04910	0.000107065432762544	-0.723674212006483	0.148756393248727	0	1	1	WP_000437081.1
purL	0.00172727064244435	-0.672590212076236	0.141019099798851	0	1	1	WP_000471070.1
ABUW_RS04920	0.000130942375250853	-0.963736172841455	0.148255341897927	0	1	1	WP_000836951.1
ABUW_RS04930	4.20343188336161e-05	-1.05761241146485	0.197536485697005	0	1	1	WP_000916029.1
ABUW_RS04935	0.000267575147699705	0.375202494803948	0.14062615290222	0	1	1	WP_000175548.1
ABUW_RS04940	8.12077578152524e-05	-2.35174385848518	0.175820380586104	-2.00058637862474	0.0454369827165855	0.139253943870736	WP_001991184.1
ABUW_RS04945	7.21942650944809e-05	-2.176372363629	0.185271284867676	-0.951968157153831	0.341113131307591	0.865610823723645	WP_001050712.1
ABUW_RS04950	5.30327459707562e-05	0.192750389779091	0.166484850759537	0	1	1	WP_001293529.1
ABUW_RS04955	4.97981078404708e-05	-2.56589435972729	0.226341089710255	-2.50018395003621	0.01241288347113	0.0426589795110578	WP_001157858.1
ABUW_RS04960	0.000181217957957486	1.90205729840002	0.156685220526813	0	1	1	WP_000771345.1
queC	0.000110465366366313	-0.511571379876526	0.158660667823882	0	1	1	WP_001247780.1
queE	0.000234062297023695	-1.75114667178723	0.14104175634109	0	1	1	WP_000157724.1
dapD	0.000295736538679759	-0.100471014754906	0.138210689555332	0	1	1	WP_000080867.1
carO	0.00432210439300458	4.3756708005418	0.198179159790526	11.9874905265159	4.13235170278645e-33	3.81750585876462e-31	WP_000866525.1
ABUW_RS04985	0.00012355274414961	-0.219755421812856	0.17143570886618	0	1	1	WP_001011052.1
ABUW_RS04990	0.000145245487313032	-0.0592062571777573	0.179722710289498	0	1	1	WP_000027499.1
cysW	0.000102834295277876	-0.400167080090939	0.185975114451784	0	1	1	WP_001048811.1
cysT	0.000148702950693313	-0.637809466316468	0.210169174618888	0	1	1	WP_000083117.1
ABUW_RS05005	0.00030253739542375	-0.825512141752718	0.205654475270292	0	1	1	WP_000149921.1
ABUW_RS05010	0.000517098668556747	-0.348433373477945	0.204846776157652	0	1	1	WP_001212600.1
pabC	1.91151094645695e-05	-1.38229866848931	0.237020621851647	0	1	1	WP_000263424.1
mltG	6.80194557775406e-05	-1.50595770095131	0.181957721927128	0	1	1	WP_001125859.1
tmk	4.42548860804872e-05	-1.30687103926205	0.188829699202432	0	1	1	WP_000470769.1
ABUW_RS05030	3.84798882071375e-05	-2.61736544529106	0.233616073046349	-2.64264969974293	0.00822600923912886	0.0291745117438939	WP_000842539.1
nadB	0.000221037843650173	-0.529687895940834	0.136579776531433	0	1	1	WP_000367533.1
ABUW_RS05040	0.00028213609134063	1.6156722813172	0.147476187463158	0	1	1	WP_000842416.1
ABUW_RS05045	2.73149134322649e-05	-1.7252315442538	0.220107385489773	0	1	1	WP_000094833.1
lepA	0.000476876614534193	-1.05072439011483	0.129015087166488	0	1	1	WP_000035781.1
lepB	0.00017876915409142	-0.737538838292326	0.147355712458761	0	1	1	WP_000344900.1;WP_001058570.1
ABUW_RS05060	4.15250094424273e-05	-1.72637882848472	0.193801721318346	0	1	1	WP_001224039.1
rnc	7.22309142017472e-05	-2.59120855849717	0.189588855051321	-3.11837190185642	0.00181853174088222	0.00712717490365961	WP_000160699.1
era	0.000398738004873758	-0.922318645017919	0.132276572694776	0	1	1	WP_001985518.1
ABUW_RS05075	3.779029752964e-05	-2.46791881867149	0.231548072576599	-2.02082795794684	0.0432975776016585	0.133434949241013	WP_001985517.1
recO	0.000112021725023196	-3.2750580799815	0.198380705489487	-6.42732909349933	1.29865472835759e-10	1.32599482790196e-09	WP_000985101.1
pdxJ	0.000140653110365471	-1.8040920444545	0.149895542837986	0	1	1	WP_000729408.1
ABUW_RS05090	0.000110072120995006	-2.73758886524926	0.172517863913555	-4.27543472030725	1.90764692953094e-05	0.000100293632609486	WP_000095056.1
ABUW_RS05095	0.00019400757181874	-2.49128082860404	0.190308447619511	-2.58149774615507	0.00983726337278595	0.0346043353457928	WP_000880601.1
ABUW_RS05100	4.29917246591859e-06	-7.74256865223711	1.23461646496029	-4.65129764199427	3.29852845383234e-06	1.94502893630235e-05	no data
ABUW_RS20135	6.18725584021996e-06	-4.41879953781774	0.55859792396702	-4.33012625725503	1.49023873384604e-05	7.98636227530753e-05	WP_085916973.1
ABUW_RS05105	8.26050703970762e-05	-0.883739787171994	0.196837453988	0	1	1	WP_000855171.1
ABUW_RS05110	0.00010460748925897	-2.97817116872336	0.178817503010824	-5.47022048878596	4.49476048403245e-08	3.43300603898541e-07	WP_000795395.1
ABUW_RS05115	4.88006124495019e-05	-3.01432328539511	0.226579803628459	-4.47667121760938	7.58158690481022e-06	4.25709944872122e-05	WP_001014257.1
ABUW_RS05120	0.000604582623134182	-0.961061273810635	0.137260108687359	0	1	1	WP_000383202.1
ABUW_RS05125	1.65812204448208e-05	-3.48170314717606	0.312715619594155	-4.73818080817014	2.15645365570751e-06	1.30125041744092e-05	WP_000139632.1
ABUW_RS05130	0.000128707528702222	-4.08762022093196	0.187373017181828	-11.1415200135573	7.87634419158206e-29	4.92906701021587e-27	WP_000448849.1
ABUW_RS05135	0.0001006963195502	-0.504036208708429	0.167607621023638	0	1	1	WP_000222202.1
uvrB	0.000554900042254549	0.0115479974892974	0.145894398327608	0	1	1	WP_001004984.1
ABUW_RS05145	0.000188595426943329	1.15172885733417	0.138785214558296	0	1	1	WP_000885644.1
rarD	6.18735570138086e-05	-2.40838636989012	0.180762585783507	-2.2592416905301	0.0238683548000895	0.0774324553715279	WP_161283637.1
ABUW_RS05155	0.000845472109302132	-0.256242415631537	0.134928162789497	0	1	1	WP_000031228.1
ABUW_RS05160	9.99772656436075e-05	-2.70297272554036	0.202675122913306	-3.46847070047694	0.000523429600316281	0.0022147293884702	WP_001183836.1
ABUW_RS05165	7.24079540783301e-05	-3.20297021597945	0.234379445503235	-5.13257556948543	2.85803915811859e-07	1.92855511886958e-06	WP_000468065.1
cgtA	0.000508620064243853	-0.724563097501105	0.133457755812737	0	1	1	WP_001212949.1
proB	0.000490930005148686	-0.498217255987891	0.136757913043479	0	1	1	WP_000573844.1
ABUW_RS05180	4.56509603228795e-05	-1.26563344094419	0.180825448368555	0	1	1	WP_000271367.1
ABUW_RS05185	8.88155878107326e-05	-0.799069050360909	0.157801977859539	0	1	1	WP_001039857.1
dusB	8.06780948493596e-05	-2.44099336373336	0.173494360759279	-2.5418311108407	0.0110273443284563	0.0383044726897138	WP_000275424.1
ABUW_RS05195	0.000167021372971234	0.64097680732909	0.155828004845933	0	1	1	WP_000055193.1
ABUW_RS05200	3.00795136397227e-05	-2.11759643676797	0.231843286004024	-0.507223818273221	0.611997784648647	1	WP_000885360.1
ABUW_RS05205	0.000109019258182133	0.957479608588332	0.177590924197439	0	1	1	WP_001986306.1
ABUW_RS05215	5.48778541172122e-05	-1.02974836998654	0.183605037991604	0	1	1	WP_000744219.1
ABUW_RS05220	0.000148127788760962	0.78271596983219	0.143038652911809	0	1	1	WP_000750598.1
ABUW_RS05225	7.4823579291713e-05	-0.208633702123698	0.17625753171581	0	1	1	WP_000035256.1
ABUW_RS05230	3.29590080241027e-05	-1.12697620091443	0.212510852886802	0	1	1	WP_000067479.1
ABUW_RS05235	3.94717306155344e-05	-0.819702143423665	0.196675641401496	0	1	1	WP_001186266.1
ABUW_RS05240	4.00021442886072e-05	-2.05735133868663	0.209239186836717	-0.274094635683078	0.784011896142674	1	WP_000063742.1
ABUW_RS05245	0.000551211726637937	0.0946070047269732	0.167904102774293	0	1	1	WP_000123995.1
ABUW_RS05250	0.000130623844779402	-0.0353546119003706	0.148900407313637	0	1	1	WP_000193152.1
ABUW_RS05255	0.000252252806685963	-1.55867331251898	0.148686751964258	0	1	1	WP_000667907.1
ABUW_RS05260	0.000430896567093971	-1.34934810193924	0.135943886687736	0	1	1	WP_000903521.1
ABUW_RS05265	0.00138610248089253	1.47482407176172	0.125359002584092	0	1	1	WP_000896677.1
ABUW_RS05270	0.000182575827233895	-0.994365682319608	0.15064979577968	0	1	1	WP_000706554.1
icd	0.000127492185545888	0.570111153132779	0.14322570820042	0	1	1	WP_000542117.1
ABUW_RS05285	3.94797607170312e-05	-3.21175079732875	0.227887230442875	-5.31732644683002	1.05303044412426e-07	7.59434595390731e-07	WP_000069669.1
ABUW_RS20140	2.05999696083964e-06	-5.71714702002524	1.21130718766217	-3.06870714372575	0.00214987226907599	0.00832485469462559	WP_000854366.1
ABUW_RS05290	2.92536286739042e-05	-4.79575017487775	0.354028948376171	-7.89695359009777	2.85802727293429e-15	5.18184384064721e-14	WP_001992587.1
ABUW_RS05295	0.000152798481312415	-0.971351000877754	0.154454215669332	0	1	1	WP_000925120.1
ABUW_RS05300	0.000251361118772955	-0.213171478928434	0.132819372203211	0	1	1	WP_001025080.1
ABUW_RS05305	3.0530812806768e-05	-0.632828107084119	0.225186352697008	0	1	1	WP_000784948.1
ABUW_RS05310	0.00041287347026222	0.314500825036861	0.133315531073496	0	1	1	WP_000480986.1
ABUW_RS05315	3.69157109936421e-05	-1.13689692508791	0.188086633010984	0	1	1	WP_000078676.1
ABUW_RS05320	4.0371898137601e-05	-1.15742596122353	0.176837759480307	0	1	1	WP_001150002.1
ABUW_RS05325	0.000170087821882951	-0.234542841334001	0.139052261841951	0	1	1	WP_000230489.1
ABUW_RS05330	3.01365869104917e-05	-1.31947096261774	0.201201427393198	0	1	1	WP_000636740.1
cas1f	1.87028750695831e-05	-0.885003466065828	0.219855893157047	0	1	1	WP_000436801.1
cas3f	0.000103152415264225	-2.11981567131995	0.170609755067955	-0.70227913563456	0.482505102333453	1	WP_000637362.1
csy1	5.26879098475802e-05	-1.02579913906552	0.204848142608719	0	1	1	WP_000841022.1
csy2	2.8717636904754e-05	-0.574666004257641	0.198266399831703	0	1	1	WP_001215684.1
csy3	4.72061680167196e-05	0.580746649966371	0.172746089865221	0	1	1	WP_001097003.1
cas6f	6.6413905231547e-05	-0.63565871296037	0.191365851295726	0	1	1	WP_001104789.1
thiE	4.12117719983047e-05	-1.6661944311223	0.193343972091838	0	1	1	WP_001214806.1
hemL	0.000242009949647579	-0.515050660862042	0.135474915472727	0	1	1	WP_000059223.1
ABUW_RS05375	7.35524095438956e-05	-1.8800390806631	0.177038818364706	0	1	1	WP_000499851.1
ABUW_RS05380	0.000129732156279248	-1.26720960889417	0.14809781998354	0	1	1	WP_001279312.1
rapA	0.000622335290271505	-0.131597023029534	0.122455251848827	0	1	1	WP_000413589.1
ABUW_RS05390	7.74475041299086e-05	-1.79151168601893	0.181219228513142	0	1	1	WP_001191208.1
fabR	9.08564275944496e-05	-2.91162439273705	0.201942756621736	-4.5142713112738	6.35348385334923e-06	3.59351564883309e-05	WP_000195202.1
ABUW_RS05400	0.00148357149568013	-1.62949918905032	0.163636254667836	0	1	1	WP_001147890.1
ABUW_RS05405	0.00185154796000124	-1.19980298263443	0.164226316676673	0	1	1	WP_001057073.1
ABUW_RS05410	4.87554493786794e-05	-2.54022829435674	0.209710153009195	-2.57607124216371	0.00999300543937697	0.0350251681163348	WP_000246248.1
ABUW_RS05415	0.000117003134654893	-3.49018722885701	0.220948420794265	-6.74450273733613	1.53551995222204e-11	1.76266787414837e-10	WP_000253006.1
ABUW_RS05420	0.000502759004370929	-1.06454908448593	0.18479615595086	0	1	1	WP_001259423.1
ABUW_RS05425	0.00165225035675564	0.574620795081453	0.128802035630188	0	1	1	WP_000117543.1
ABUW_RS05430	0.00150234157587655	0.548649430033247	0.129726847320104	0	1	1	WP_000227394.1
ABUW_RS05435	0.000899966855056834	1.09835832261726	0.163880334829771	0	1	1	WP_001183471.1
ABUW_RS05440	3.87248858156559e-05	-3.04919422676611	0.234687285313798	-4.47060532215556	7.79985210642639e-06	4.3670167637712e-05	WP_000357090.1
ABUW_RS05445	0.000621553413328932	1.28429093691813	0.16432977752456	0	1	1	WP_000469453.1
ABUW_RS05450	0.000255094585008815	1.3748486999092	0.175117827789777	0	1	1	WP_000383013.1
ABUW_RS05455	9.65634767859311e-05	-1.90753732025076	0.196736188283252	0	1	1	WP_001238906.1
pstC	9.51742814724528e-05	-0.982493719777589	0.174677747195685	0	1	1	WP_001050723.1
pstA	8.38852257126498e-05	-0.523740789513755	0.172331755153848	0	1	1	WP_000107954.1
pstB	0.000178265970468559	-1.10509004077663	0.148936021727876	0	1	1	WP_001091973.1
sohB	0.00046346128439681	1.19722381876291	0.173285222057727	0	1	1	WP_000897187.1
blp2	0.000193636743684871	0.229556962808691	0.147533925199614	0	1	1	WP_000196831.1
ABUW_RS05485	2.87701108790982e-05	-1.82066557507563	0.205898751056448	0	1	1	WP_000570321.1
purB	0.000323622024421583	0.374277173176519	0.14186688636905	0	1	1	WP_000993084.1
